Shape,Flour Type,Weight,Function Type,Ingredients,Icing Type,Filling,Dietary Preference,Color Theme,Toppings,Cake Layers,Texture,Sweetness Level,Decorations,Serving Size,Price Range,Allergens,Shelf Life
Star,Red Velvet,5kg,Festival,"Caramel, Nuts, Cream Cheese",Buttercream,Chocolate,Low-Carb,Gold,Sprinkles,Single,Moist,High,"Fondant Figures, Piping Art",Medium,Premium,Gluten,1 Week
Hexagon,Almond,Custom,Corporate,"Cream Cheese, Caramel, Fruits, Chocolate, Nuts",Buttercream,Strawberry Jam,Sugar-Free,Bright,"Chocolate Chips, Nuts",Single,Fluffy,Medium,Piping Art,Small,Standard,Dairy,3 Days
Hexagon,Coconut,5kg,Engagement,"Mousse, Ganache",Buttercream,Fruit Compote,Eggless,Gold,"Nuts, Chocolate Chips, Edible Flowers",Single,Crispy,High,"Gold Leaf, Edible Glitter",Small,Luxury,Gluten,Custom
Oval,Vanilla,2kg,Engagement,"Fruits, Nuts, Buttercream",Cream Cheese Frosting,Chocolate,Low-Carb,Monochrome,Fruits,Double,Fluffy,Extra Sweet,"Fondant Figures, Chocolate Shavings",Medium,Standard,"Dairy, Nuts",1 Week
Rectangle,Pistachio,1.5kg,Baby Shower,"Mousse, Caramel",Whipped Cream,Nutella,Vegan,Dark,"Chocolate Chips, Sprinkles, Edible Flowers",Multi-Tier,Moist,High,Fondant Figures,Small,Budget,"Dairy, Soy",1 Day
Rectangle,Carrot,1.5kg,Wedding,"Mousse, Buttercream, Ganache, Chocolate",Ganache,Fruit Compote,Vegan,Rainbow,Nuts,Multi-Tier,Dense,Low,"Gold Leaf, Chocolate Shavings, Edible Glitter",Medium,Budget,Dairy,1 Week
Heart,Marble,1.5kg,Festival,"Fruits, Mousse, Ganache",Cream Cheese Frosting,Chocolate,Sugar-Free,Monochrome,Edible Flowers,Multi-Tier,Moist,High,"Edible Glitter, Chocolate Shavings, Piping Art",Large,Standard,Nuts,1 Week
Star,Coconut,3kg,Graduation,"Fondant, Mousse, Nuts",Cream Cheese Frosting,Caramel,Regular,Silver,"Caramel Drizzle, Nuts",Double,Crispy,High,"Edible Glitter, Chocolate Shavings, Fondant Figures",Party Size,Premium,"Nuts, Soy",1 Week
Star,Carrot,5kg,Baby Shower,"Mousse, Chocolate, Buttercream, Caramel",Buttercream,Caramel,Low-Carb,Dark,Sprinkles,Double,Fluffy,High,Chocolate Shavings,Small,Premium,"Nuts, None",1 Day
Dome,Carrot,1.5kg,Festival,"Fondant, Fruits",Buttercream,Nutella,Vegan,Silver,Nuts,Double,Fluffy,Low,Fondant Figures,Large,Premium,"None, Gluten",1 Day
Heart,Pistachio,2.5kg,Festival,"Nuts, Fondant, Buttercream, Cream Cheese, Chocolate",Fondant,Caramel,Sugar-Free,Dark,Chocolate Chips,Multi-Tier,Fluffy,High,Piping Art,Small,Standard,None,3 Days
Rectangle,Coconut,2kg,Corporate,"Buttercream, Fruits",Buttercream,Caramel,Regular,Bright,Edible Flowers,Multi-Tier,Fluffy,Extra Sweet,"Candied Fruits, Gold Leaf, Piping Art",Medium,Budget,None,1 Day
Heart,Marble,5kg,Baby Shower,"Caramel, Buttercream",Cream Cheese Frosting,Chocolate,Regular,Monochrome,"Caramel Drizzle, Sprinkles",Double,Fluffy,High,Gold Leaf,Medium,Premium,"Nuts, Soy",3 Days
Square,Almond,4kg,Festival,"Caramel, Ganache, Fruits",Royal Icing,Vanilla Custard,Gluten-Free,Bright,Nuts,Double,Fluffy,Medium,"Piping Art, Fondant Figures, Candied Fruits",Party Size,Premium,Soy,Custom
Star,Coconut,1kg,Engagement,"Fondant, Nuts, Buttercream, Ganache, Fruits",Fondant,Vanilla Custard,Regular,Silver,"Fruits, Caramel Drizzle, Sprinkles",Single,Fluffy,Medium,"Piping Art, Fondant Figures, Edible Glitter",Party Size,Premium,Nuts,1 Week
Oval,Coconut,1.5kg,Graduation,"Fruits, Ganache, Mousse",Buttercream,Nutella,Low-Carb,Pastel,"Edible Flowers, Caramel Drizzle",Single,Crispy,High,"Edible Glitter, Piping Art, Fondant Figures",Large,Luxury,"Soy, Gluten",3 Days
Hexagon,Chocolate,1kg,Engagement,"Nuts, Ganache",Cream Cheese Frosting,Fruit Compote,Sugar-Free,Gold,Chocolate Chips,Double,Dense,Medium,"Chocolate Shavings, Candied Fruits, Piping Art",Party Size,Budget,Soy,1 Day
Hexagon,Pistachio,2kg,Birthday,"Caramel, Fruits, Fondant, Chocolate, Cream Cheese",Royal Icing,Nutella,Eggless,Dark,"Caramel Drizzle, Sprinkles",Multi-Tier,Dense,Low,"Gold Leaf, Chocolate Shavings, Fondant Figures",Small,Standard,"Soy, Dairy",1 Week
Tiered,Carrot,0.5kg,Festival,"Caramel, Fondant, Buttercream, Ganache",Ganache,Chocolate,Regular,Gold,"Fruits, Nuts",Single,Crispy,Medium,"Gold Leaf, Edible Glitter, Fondant Figures",Large,Premium,"None, Dairy",Custom
Hexagon,Carrot,3kg,Wedding,"Ganache, Cream Cheese, Fondant, Nuts, Chocolate",Whipped Cream,Chocolate,Low-Carb,Dark,"Sprinkles, Fruits, Nuts",Single,Crispy,Medium,"Piping Art, Chocolate Shavings, Edible Glitter",Party Size,Premium,Nuts,1 Day
Tiered,Chocolate,2.5kg,Wedding,"Ganache, Fruits, Fondant",Fondant,Raspberry Mousse,Sugar-Free,Pastel,"Sprinkles, Marshmallows",Double,Moist,Medium,Edible Glitter,Party Size,Standard,Dairy,Custom
Rectangle,Marble,2.5kg,Festival,"Fondant, Nuts, Mousse",Buttercream,Vanilla Custard,Sugar-Free,Gold,"Marshmallows, Nuts, Edible Flowers",Double,Dense,Extra Sweet,Edible Glitter,Small,Premium,"Soy, Gluten",Custom
Dome,Vanilla,4kg,Festival,"Ganache, Fondant",Fondant,Fruit Compote,Eggless,Bright,"Caramel Drizzle, Marshmallows, Sprinkles",Multi-Tier,Soft,Medium,Piping Art,Small,Luxury,Gluten,1 Week
Oval,Chocolate,Custom,Wedding,"Buttercream, Ganache",Whipped Cream,Strawberry Jam,Gluten-Free,Pastel,"Sprinkles, Edible Flowers, Fruits",Double,Soft,Medium,Edible Glitter,Large,Budget,"Gluten, Dairy",1 Day
Square,Almond,0.5kg,Anniversary,"Nuts, Fruits, Mousse, Buttercream",Whipped Cream,Fruit Compote,Vegan,Dark,Chocolate Chips,Double,Crispy,Low,"Chocolate Shavings, Gold Leaf",Medium,Luxury,Soy,1 Day
Oval,Vanilla,2.5kg,Anniversary,"Fruits, Chocolate, Nuts, Caramel, Mousse",Ganache,Vanilla Custard,Keto-Friendly,Gold,"Chocolate Chips, Fruits, Caramel Drizzle",Single,Soft,Extra Sweet,"Gold Leaf, Chocolate Shavings, Candied Fruits",Large,Budget,"None, Soy",Custom
Tiered,Vanilla,4kg,Birthday,"Fondant, Chocolate, Fruits",Cream Cheese Frosting,Fruit Compote,Low-Carb,Gold,"Fruits, Marshmallows",Double,Dense,Medium,"Chocolate Shavings, Candied Fruits, Piping Art",Medium,Premium,Dairy,Custom
Square,Gluten-Free,2.5kg,Festival,"Chocolate, Caramel",Whipped Cream,Chocolate,Eggless,Monochrome,Nuts,Single,Fluffy,Low,"Edible Glitter, Candied Fruits, Gold Leaf",Small,Budget,Nuts,1 Day
Rectangle,Gluten-Free,4kg,Anniversary,"Fruits, Mousse, Caramel, Nuts",Fondant,Fruit Compote,Eggless,Dark,Chocolate Chips,Double,Crispy,Extra Sweet,Candied Fruits,Large,Budget,"None, Gluten",Custom
Star,Vanilla,0.5kg,Anniversary,"Mousse, Fruits",Fondant,Fruit Compote,Regular,Gold,"Chocolate Chips, Sprinkles",Double,Fluffy,High,Candied Fruits,Party Size,Standard,"Soy, Gluten",3 Days
Square,Chocolate,3kg,Baby Shower,"Nuts, Fondant, Mousse, Buttercream, Caramel",Cream Cheese Frosting,Strawberry Jam,Eggless,Dark,"Fruits, Caramel Drizzle",Multi-Tier,Moist,Extra Sweet,Fondant Figures,Party Size,Standard,Gluten,Custom
Tiered,Vanilla,Custom,Wedding,"Chocolate, Cream Cheese, Nuts, Fondant",Buttercream,Chocolate,Low-Carb,Dark,"Nuts, Fruits, Edible Flowers",Multi-Tier,Dense,Low,"Gold Leaf, Fondant Figures",Large,Luxury,Soy,Custom
Dome,Red Velvet,2kg,Graduation,"Buttercream, Chocolate, Ganache",Buttercream,Vanilla Custard,Eggless,Rainbow,Nuts,Double,Crispy,Medium,Fondant Figures,Medium,Luxury,Gluten,1 Week
Tiered,Marble,4kg,Corporate,"Cream Cheese, Fondant, Fruits, Mousse, Caramel",Whipped Cream,Fruit Compote,Low-Carb,Pastel,Chocolate Chips,Double,Fluffy,Low,"Fondant Figures, Chocolate Shavings",Party Size,Budget,Dairy,1 Day
Star,Pistachio,0.5kg,Birthday,"Chocolate, Mousse, Fruits, Cream Cheese, Buttercream",Royal Icing,Strawberry Jam,Vegan,Rainbow,"Sprinkles, Fruits",Multi-Tier,Moist,Extra Sweet,"Chocolate Shavings, Candied Fruits, Edible Glitter",Party Size,Premium,"Soy, Gluten",3 Days
Star,Chocolate,1.5kg,Baby Shower,"Caramel, Ganache, Buttercream, Fondant",Buttercream,Caramel,Eggless,Gold,"Fruits, Edible Flowers",Double,Fluffy,Low,"Candied Fruits, Fondant Figures, Gold Leaf",Small,Premium,"Soy, None",1 Day
Round,Vanilla,3kg,Corporate,"Fruits, Mousse",Fondant,Raspberry Mousse,Low-Carb,Silver,"Fruits, Sprinkles",Double,Soft,High,"Gold Leaf, Fondant Figures, Candied Fruits",Medium,Luxury,None,Custom
Heart,Chocolate,1kg,Corporate,"Chocolate, Buttercream, Caramel, Fondant",Cream Cheese Frosting,Raspberry Mousse,Vegan,Gold,"Edible Flowers, Marshmallows, Nuts",Multi-Tier,Soft,Extra Sweet,"Piping Art, Gold Leaf",Large,Luxury,Nuts,Custom
Rectangle,Marble,2kg,Anniversary,"Fondant, Ganache",Fondant,Raspberry Mousse,Sugar-Free,Monochrome,Sprinkles,Multi-Tier,Fluffy,High,Gold Leaf,Small,Luxury,"Gluten, Dairy",1 Day
Star,Almond,1.5kg,Corporate,"Buttercream, Fondant, Chocolate, Caramel, Ganache",Cream Cheese Frosting,Chocolate,Keto-Friendly,Gold,"Caramel Drizzle, Chocolate Chips",Multi-Tier,Crispy,High,Candied Fruits,Medium,Budget,Nuts,Custom
Hexagon,Carrot,1kg,Engagement,"Ganache, Nuts, Mousse, Caramel",Cream Cheese Frosting,Nutella,Low-Carb,Gold,Fruits,Double,Soft,High,"Fondant Figures, Gold Leaf",Party Size,Budget,Gluten,1 Day
Hexagon,Gluten-Free,1kg,Corporate,"Chocolate, Fruits",Whipped Cream,Caramel,Regular,Gold,Caramel Drizzle,Single,Crispy,Low,Piping Art,Medium,Standard,Soy,Custom
Rectangle,Chocolate,5kg,Wedding,"Ganache, Mousse, Fondant",Ganache,Fruit Compote,Gluten-Free,Monochrome,"Edible Flowers, Sprinkles",Single,Crispy,High,"Piping Art, Edible Glitter, Chocolate Shavings",Medium,Budget,"None, Gluten",Custom
Heart,Almond,1.5kg,Festival,"Nuts, Mousse, Caramel, Buttercream, Chocolate",Cream Cheese Frosting,Nutella,Low-Carb,Silver,"Chocolate Chips, Fruits, Sprinkles",Double,Crispy,Medium,"Candied Fruits, Edible Glitter, Chocolate Shavings",Party Size,Budget,"Gluten, Soy",Custom
Star,Almond,3kg,Baby Shower,"Mousse, Ganache, Chocolate, Nuts",Cream Cheese Frosting,Fruit Compote,Gluten-Free,Bright,"Edible Flowers, Nuts",Double,Moist,Low,"Piping Art, Chocolate Shavings",Small,Premium,"Gluten, None",Custom
Rectangle,Coconut,1.5kg,Festival,"Nuts, Caramel, Cream Cheese, Buttercream, Fruits",Whipped Cream,Nutella,Sugar-Free,Bright,Chocolate Chips,Multi-Tier,Moist,Extra Sweet,"Candied Fruits, Chocolate Shavings, Gold Leaf",Large,Premium,Nuts,Custom
Square,Almond,4kg,Engagement,"Fondant, Mousse, Caramel",Fondant,Caramel,Regular,Pastel,Sprinkles,Double,Fluffy,Extra Sweet,"Edible Glitter, Gold Leaf, Fondant Figures",Large,Standard,Soy,1 Day
Heart,Coconut,3kg,Corporate,"Chocolate, Fruits",Fondant,Nutella,Sugar-Free,Pastel,"Chocolate Chips, Sprinkles",Multi-Tier,Dense,Low,"Gold Leaf, Edible Glitter, Candied Fruits",Party Size,Standard,"Dairy, Gluten",1 Day
Dome,Gluten-Free,1.5kg,Festival,"Caramel, Nuts, Ganache, Buttercream, Chocolate",Fondant,Raspberry Mousse,Eggless,Pastel,"Marshmallows, Sprinkles, Chocolate Chips",Double,Moist,Medium,"Fondant Figures, Edible Glitter",Party Size,Standard,"Gluten, Dairy",Custom
Tiered,Coconut,Custom,Birthday,"Ganache, Chocolate, Fondant, Mousse",Cream Cheese Frosting,Raspberry Mousse,Vegan,Bright,Nuts,Double,Dense,High,"Gold Leaf, Edible Glitter",Small,Premium,None,3 Days
Oval,Marble,Custom,Birthday,"Ganache, Buttercream, Cream Cheese, Fondant",Ganache,Fruit Compote,Regular,Bright,"Chocolate Chips, Sprinkles, Nuts",Multi-Tier,Dense,Low,Candied Fruits,Party Size,Luxury,Nuts,Custom
Square,Chocolate,2.5kg,Corporate,"Caramel, Nuts, Cream Cheese, Chocolate",Whipped Cream,Caramel,Low-Carb,Monochrome,"Fruits, Marshmallows",Single,Soft,Extra Sweet,Piping Art,Party Size,Standard,None,3 Days
Dome,Pistachio,1kg,Anniversary,"Fondant, Ganache, Cream Cheese",Whipped Cream,Nutella,Gluten-Free,Silver,Sprinkles,Single,Moist,Low,"Piping Art, Chocolate Shavings, Gold Leaf",Party Size,Budget,"Soy, Nuts",1 Day
Round,Pistachio,2kg,Wedding,"Caramel, Fondant, Ganache, Mousse, Fruits",Buttercream,Chocolate,Eggless,Bright,Edible Flowers,Multi-Tier,Fluffy,Low,"Candied Fruits, Chocolate Shavings",Party Size,Premium,None,3 Days
Rectangle,Carrot,3kg,Graduation,"Caramel, Chocolate, Fondant, Fruits",Fondant,Strawberry Jam,Eggless,Silver,"Edible Flowers, Caramel Drizzle",Multi-Tier,Dense,High,"Edible Glitter, Candied Fruits",Party Size,Premium,Soy,1 Week
Dome,Gluten-Free,1.5kg,Baby Shower,"Ganache, Mousse, Nuts, Cream Cheese, Buttercream",Cream Cheese Frosting,Fruit Compote,Keto-Friendly,Bright,"Chocolate Chips, Marshmallows, Nuts",Single,Dense,Low,"Chocolate Shavings, Candied Fruits",Party Size,Budget,Dairy,1 Day
Heart,Almond,0.5kg,Corporate,"Fondant, Nuts, Buttercream, Chocolate",Ganache,Raspberry Mousse,Regular,Pastel,"Nuts, Fruits",Single,Moist,Low,Chocolate Shavings,Small,Standard,"Dairy, None",1 Week
Tiered,Pistachio,0.5kg,Engagement,"Fruits, Chocolate, Fondant, Ganache, Caramel",Buttercream,Vanilla Custard,Gluten-Free,Silver,Caramel Drizzle,Multi-Tier,Moist,Extra Sweet,Gold Leaf,Party Size,Luxury,Dairy,Custom
Star,Gluten-Free,2.5kg,Engagement,"Ganache, Fondant",Royal Icing,Nutella,Regular,Bright,Caramel Drizzle,Double,Soft,Low,"Candied Fruits, Fondant Figures, Edible Glitter",Small,Premium,Gluten,Custom
Tiered,Coconut,0.5kg,Birthday,"Chocolate, Fruits",Buttercream,Nutella,Eggless,Rainbow,"Marshmallows, Sprinkles, Edible Flowers",Double,Soft,High,Fondant Figures,Party Size,Budget,"Soy, Dairy",Custom
Tiered,Red Velvet,1.5kg,Birthday,"Fondant, Caramel, Mousse, Chocolate, Cream Cheese",Cream Cheese Frosting,Nutella,Gluten-Free,Monochrome,"Caramel Drizzle, Edible Flowers, Sprinkles",Single,Fluffy,Low,"Gold Leaf, Fondant Figures",Party Size,Standard,Dairy,1 Day
Heart,Vanilla,Custom,Engagement,"Nuts, Buttercream, Chocolate, Caramel",Ganache,Raspberry Mousse,Low-Carb,Gold,"Marshmallows, Chocolate Chips",Single,Fluffy,Extra Sweet,Candied Fruits,Medium,Premium,Soy,Custom
Tiered,Chocolate,1.5kg,Wedding,"Cream Cheese, Chocolate, Nuts",Royal Icing,Chocolate,Sugar-Free,Silver,"Fruits, Caramel Drizzle, Marshmallows",Double,Fluffy,High,Gold Leaf,Small,Budget,"Soy, None",3 Days
Hexagon,Vanilla,2.5kg,Graduation,"Fruits, Cream Cheese, Buttercream",Cream Cheese Frosting,Caramel,Gluten-Free,Bright,"Sprinkles, Edible Flowers",Single,Crispy,High,Candied Fruits,Small,Budget,"Dairy, Gluten",3 Days
Oval,Pistachio,2.5kg,Birthday,"Nuts, Caramel, Fruits, Ganache, Cream Cheese",Royal Icing,Vanilla Custard,Sugar-Free,Dark,Nuts,Single,Moist,Low,"Fondant Figures, Piping Art",Large,Luxury,"Gluten, Nuts",1 Week
Dome,Chocolate,5kg,Corporate,"Fruits, Mousse",Fondant,Raspberry Mousse,Vegan,Rainbow,Sprinkles,Multi-Tier,Dense,Low,"Fondant Figures, Edible Glitter",Party Size,Budget,Dairy,3 Days
Oval,Red Velvet,1kg,Festival,"Buttercream, Chocolate, Nuts, Ganache, Fondant",Buttercream,Nutella,Regular,Rainbow,"Edible Flowers, Caramel Drizzle, Fruits",Multi-Tier,Moist,Extra Sweet,"Chocolate Shavings, Piping Art",Small,Premium,"Gluten, None",1 Week
Hexagon,Pistachio,4kg,Baby Shower,"Ganache, Mousse, Nuts, Buttercream, Fondant",Cream Cheese Frosting,Strawberry Jam,Keto-Friendly,Monochrome,"Nuts, Sprinkles, Chocolate Chips",Single,Fluffy,Medium,"Chocolate Shavings, Fondant Figures",Party Size,Premium,Soy,Custom
Heart,Vanilla,0.5kg,Engagement,"Ganache, Mousse, Cream Cheese",Royal Icing,Vanilla Custard,Eggless,Bright,Nuts,Double,Dense,Low,Edible Glitter,Small,Luxury,"Nuts, Dairy",1 Week
Oval,Almond,4kg,Anniversary,"Mousse, Nuts, Cream Cheese",Ganache,Raspberry Mousse,Vegan,Monochrome,"Marshmallows, Caramel Drizzle",Double,Crispy,Medium,Fondant Figures,Large,Standard,"Gluten, Dairy",1 Week
Round,Carrot,2kg,Festival,"Cream Cheese, Caramel, Nuts, Buttercream",Ganache,Fruit Compote,Regular,Rainbow,"Nuts, Sprinkles, Edible Flowers",Multi-Tier,Dense,Low,Chocolate Shavings,Large,Standard,"Nuts, Dairy",Custom
Round,Gluten-Free,2.5kg,Graduation,"Buttercream, Fruits, Chocolate, Cream Cheese",Whipped Cream,Caramel,Low-Carb,Bright,Sprinkles,Double,Fluffy,Low,Fondant Figures,Party Size,Standard,None,Custom
Heart,Almond,3kg,Festival,"Fondant, Cream Cheese, Buttercream, Chocolate, Nuts",Fondant,Fruit Compote,Sugar-Free,Dark,"Marshmallows, Caramel Drizzle, Sprinkles",Multi-Tier,Fluffy,High,"Fondant Figures, Edible Glitter",Party Size,Premium,None,1 Day
Round,Vanilla,2kg,Anniversary,"Buttercream, Mousse, Nuts, Caramel",Royal Icing,Caramel,Sugar-Free,Gold,Chocolate Chips,Single,Soft,High,"Chocolate Shavings, Piping Art",Party Size,Standard,"None, Soy",Custom
Round,Marble,4kg,Festival,"Fruits, Nuts, Caramel, Fondant",Ganache,Caramel,Keto-Friendly,Rainbow,"Sprinkles, Nuts",Single,Moist,Low,"Edible Glitter, Candied Fruits",Large,Budget,Gluten,1 Day
Round,Pistachio,2kg,Graduation,"Ganache, Caramel",Whipped Cream,Vanilla Custard,Keto-Friendly,Rainbow,"Edible Flowers, Fruits, Chocolate Chips",Multi-Tier,Crispy,High,"Candied Fruits, Piping Art",Medium,Budget,Gluten,Custom
Heart,Red Velvet,3kg,Baby Shower,"Caramel, Chocolate, Nuts, Mousse, Buttercream",Whipped Cream,Nutella,Regular,Bright,"Caramel Drizzle, Fruits, Marshmallows",Double,Soft,Medium,"Chocolate Shavings, Piping Art, Fondant Figures",Large,Budget,Dairy,1 Week
Square,Carrot,0.5kg,Baby Shower,"Buttercream, Chocolate, Caramel, Fondant",Whipped Cream,Nutella,Keto-Friendly,Monochrome,"Marshmallows, Nuts, Fruits",Multi-Tier,Soft,Low,Fondant Figures,Party Size,Premium,Soy,1 Day
Star,Carrot,1kg,Anniversary,"Nuts, Chocolate, Mousse, Fondant, Ganache",Royal Icing,Caramel,Keto-Friendly,Gold,"Nuts, Edible Flowers",Single,Soft,Extra Sweet,Gold Leaf,Party Size,Standard,"Soy, Dairy",1 Day
Tiered,Gluten-Free,4kg,Birthday,"Fondant, Buttercream, Mousse, Chocolate",Ganache,Strawberry Jam,Vegan,Bright,"Marshmallows, Fruits, Edible Flowers",Multi-Tier,Fluffy,Extra Sweet,Chocolate Shavings,Medium,Standard,Soy,1 Week
Square,Carrot,5kg,Wedding,"Ganache, Nuts, Buttercream, Fruits, Chocolate",Whipped Cream,Vanilla Custard,Gluten-Free,Pastel,"Marshmallows, Nuts",Double,Crispy,Low,"Edible Glitter, Fondant Figures, Piping Art",Large,Standard,"Nuts, None",1 Week
Square,Chocolate,1kg,Engagement,"Buttercream, Ganache",Cream Cheese Frosting,Nutella,Eggless,Bright,"Caramel Drizzle, Marshmallows",Multi-Tier,Crispy,Low,Fondant Figures,Medium,Standard,Nuts,1 Week
Rectangle,Carrot,1kg,Wedding,"Buttercream, Nuts",Royal Icing,Chocolate,Eggless,Rainbow,"Chocolate Chips, Nuts, Edible Flowers",Single,Moist,Low,Candied Fruits,Medium,Standard,"Soy, Nuts",Custom
Star,Coconut,5kg,Birthday,"Fruits, Ganache, Nuts, Chocolate",Fondant,Nutella,Eggless,Bright,"Marshmallows, Fruits, Nuts",Multi-Tier,Crispy,Medium,Candied Fruits,Medium,Luxury,"Gluten, Soy",Custom
Heart,Coconut,4kg,Birthday,"Ganache, Fondant, Cream Cheese",Fondant,Chocolate,Eggless,Silver,Caramel Drizzle,Double,Crispy,High,"Chocolate Shavings, Candied Fruits, Edible Glitter",Medium,Luxury,Nuts,Custom
Oval,Gluten-Free,0.5kg,Birthday,"Fondant, Chocolate, Buttercream, Ganache, Nuts",Buttercream,Fruit Compote,Sugar-Free,Silver,Caramel Drizzle,Single,Soft,Extra Sweet,"Edible Glitter, Fondant Figures",Medium,Budget,None,1 Week
Oval,Almond,0.5kg,Baby Shower,"Chocolate, Fondant",Ganache,Strawberry Jam,Keto-Friendly,Silver,"Marshmallows, Fruits, Chocolate Chips",Single,Moist,Extra Sweet,"Chocolate Shavings, Candied Fruits, Edible Glitter",Large,Standard,"Dairy, Nuts",1 Week
Rectangle,Vanilla,Custom,Graduation,"Fondant, Buttercream",Buttercream,Chocolate,Keto-Friendly,Gold,"Chocolate Chips, Nuts",Multi-Tier,Soft,High,Gold Leaf,Party Size,Budget,None,1 Day
Dome,Pistachio,Custom,Festival,"Ganache, Fondant, Caramel, Nuts, Fruits",Cream Cheese Frosting,Caramel,Eggless,Rainbow,"Fruits, Nuts",Single,Crispy,Low,"Candied Fruits, Piping Art",Party Size,Premium,"Soy, Nuts",Custom
Hexagon,Vanilla,5kg,Festival,"Chocolate, Nuts, Cream Cheese, Fruits",Cream Cheese Frosting,Fruit Compote,Regular,Pastel,"Chocolate Chips, Caramel Drizzle, Marshmallows",Double,Crispy,Medium,"Edible Glitter, Candied Fruits",Medium,Standard,"Dairy, Soy",3 Days
Rectangle,Pistachio,5kg,Graduation,"Chocolate, Fruits, Nuts",Whipped Cream,Vanilla Custard,Sugar-Free,Bright,"Sprinkles, Chocolate Chips, Fruits",Multi-Tier,Moist,Medium,Fondant Figures,Large,Premium,"None, Gluten",1 Week
Round,Red Velvet,2kg,Anniversary,"Fruits, Buttercream, Fondant, Ganache",Fondant,Caramel,Vegan,Gold,"Caramel Drizzle, Nuts, Chocolate Chips",Multi-Tier,Dense,Low,"Fondant Figures, Gold Leaf",Party Size,Luxury,Soy,1 Week
Oval,Gluten-Free,2.5kg,Festival,"Nuts, Buttercream, Mousse, Cream Cheese, Chocolate",Cream Cheese Frosting,Caramel,Regular,Silver,Sprinkles,Double,Moist,High,"Chocolate Shavings, Gold Leaf",Small,Premium,"Soy, Gluten",1 Day
Rectangle,Red Velvet,4kg,Baby Shower,"Chocolate, Fruits",Royal Icing,Chocolate,Eggless,Bright,"Nuts, Sprinkles",Double,Fluffy,High,"Chocolate Shavings, Fondant Figures, Gold Leaf",Small,Standard,"Gluten, None",Custom
Square,Coconut,0.5kg,Graduation,"Ganache, Buttercream, Caramel",Whipped Cream,Raspberry Mousse,Sugar-Free,Silver,"Marshmallows, Sprinkles, Nuts",Multi-Tier,Dense,Medium,Gold Leaf,Party Size,Standard,Dairy,1 Week
Rectangle,Marble,Custom,Engagement,"Fondant, Chocolate, Ganache, Mousse",Cream Cheese Frosting,Caramel,Keto-Friendly,Pastel,"Marshmallows, Nuts, Caramel Drizzle",Single,Dense,High,"Chocolate Shavings, Fondant Figures, Gold Leaf",Medium,Luxury,"None, Nuts",1 Week
Square,Almond,2kg,Anniversary,"Ganache, Nuts",Buttercream,Raspberry Mousse,Vegan,Silver,"Nuts, Fruits",Single,Moist,Low,"Chocolate Shavings, Gold Leaf",Party Size,Budget,Nuts,1 Day
Rectangle,Coconut,4kg,Engagement,"Buttercream, Ganache, Fondant",Whipped Cream,Vanilla Custard,Gluten-Free,Silver,"Edible Flowers, Sprinkles",Multi-Tier,Dense,High,Chocolate Shavings,Party Size,Premium,"Dairy, Nuts",Custom
Oval,Coconut,0.5kg,Birthday,"Fondant, Nuts, Buttercream",Whipped Cream,Chocolate,Regular,Silver,"Nuts, Marshmallows, Edible Flowers",Double,Moist,High,"Piping Art, Gold Leaf",Small,Luxury,None,1 Week
Rectangle,Gluten-Free,2kg,Baby Shower,"Buttercream, Cream Cheese, Fondant, Caramel, Nuts",Buttercream,Chocolate,Low-Carb,Monochrome,"Nuts, Fruits",Single,Soft,High,"Chocolate Shavings, Piping Art",Party Size,Premium,"Nuts, Soy",Custom
Hexagon,Gluten-Free,3kg,Anniversary,"Nuts, Fondant, Cream Cheese, Buttercream, Mousse",Royal Icing,Fruit Compote,Vegan,Dark,Caramel Drizzle,Single,Fluffy,Low,"Chocolate Shavings, Piping Art, Edible Glitter",Medium,Standard,"Soy, Nuts",1 Week
Hexagon,Chocolate,4kg,Festival,"Chocolate, Mousse, Fruits, Fondant",Buttercream,Strawberry Jam,Gluten-Free,Pastel,"Caramel Drizzle, Marshmallows",Single,Moist,High,"Gold Leaf, Edible Glitter, Chocolate Shavings",Medium,Premium,None,1 Day
Dome,Carrot,1kg,Festival,"Fondant, Buttercream, Caramel, Ganache",Whipped Cream,Fruit Compote,Keto-Friendly,Gold,"Marshmallows, Caramel Drizzle",Multi-Tier,Soft,Medium,"Piping Art, Chocolate Shavings",Party Size,Premium,Gluten,3 Days
